"","X","Y","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"21",31.39672852,-1.948913574,853.428490266,723.970358023,933.393315679,737.85779668,748.041838309,1718.305585886,1126.040674612,753.476421438,979.344978066,698.408606542,667.567067623,1093.507020686,1006.747726288,1039.398420389,1016.13015512,728.160730918,685.244897838,1167.968682803,909.506257446,946.419447826,865.234149822,1059.554702735,859.175218377,1100.85532241,1009.565777872,929.810309196001,962.103865093,1192.23289613,1090.409743887,1101.05394716,1068.628692037,1105.677593416,1007.647240392,737.422464598
"22",31.48571777,-1.948913574,1004.057010781,801.967577113,1051.661068426,885.685661936,812.506385745,1653.761123521,1061.390039605,751.818217122,979.967589413,806.031594379,722.793549837,1097.126827229,1065.228181243,1142.47380124,995.855552079,779.150002006,709.208544852001,927.13214086,874.0334603,1010.601995966,945.97991607,1119.293104842,883.826652184,1245.685712588,1182.461546523,1000.010335478,1043.96744192,1233.139117176,1163.157574638,1147.419998793,1079.479615459,1177.661108602,1037.025113328,798.110705099
"23",31.57470703,-1.948913574,1080.538493148,817.908528929,1086.55812442,1006.110996522,892.540656078,1713.970919458,1132.870026604,784.650079845,1011.80318932,921.907316744,762.503145642,1097.673875251,1128.766575693,1152.98991629,1062.992495222,885.706251309,719.328624001,1190.425362342,967.432522476,1108.599134222,1038.239946652,1265.542484084,932.683890777,1408.554403044,1309.729092242,981.258045272,1060.505613785,1129.333477015,1286.816178938,1317.558153979,1114.389744037,1202.285643102,1135.633968669,831.008274736
"24",31.66369629,-1.948913574,1274.861714756,875.031383262999,1104.967082779,1164.098228359,1063.962032064,1747.312621125,1184.285413394,974.451700564,1148.797756571,936.419057774,836.174380235,1274.817551859,1306.659984002,1252.335017573,1243.382411225,979.461045743,769.275487654,1163.9961591,1096.55025502,1220.735325561,1181.381809339,1369.179225905,1152.469936576,1509.506199926,1415.315035564,1015.722730617,1172.972555418,1130.548595434,1530.57033398,1554.60842631,1208.980804333,1165.862932549,1243.139850412,835.913021353
"25",31.75268555,-1.948913574,1443.112372029,1021.349110827,1211.451453351,1235.352948003,1204.815396493,1977.609074428,1173.79009864,1150.252052192,1494.583497717,1022.781677586,1062.707452187,1370.597362378,1492.475002635,1360.786207314,1465.347035991,1016.174023579,852.824741708999,1166.671526037,1204.579784409,1371.673915982,1346.353123999,1636.798799027,1244.776254517,1555.797916048,1512.106565667,1028.667811501,1304.331381358,1208.98384857,1745.504368864,1689.302943087,1428.526213254,1240.769104464,1351.215531237,911.033587236
"26",31.8416748,-1.948913574,1443.112372029,1021.349110827,1211.451453351,1235.352948003,1204.815396493,1977.609074428,1173.79009864,1150.252052192,1494.583497717,1022.781677586,1062.707452187,1370.597362378,1492.475002635,1360.786207314,1465.347035991,1016.174023579,852.824741708999,1166.671526037,1204.579784409,1371.673915982,1346.353123999,1636.798799027,1244.776254517,1555.797916048,1512.106565667,1028.667811501,1304.331381358,1208.98384857,1745.504368864,1689.302943087,1428.526213254,1240.769104464,1351.215531237,911.033587236
"27",31.9307251,-1.948913574,1439.55947869,1103.196952103,1153.528176437,1304.184018802,1271.207744232,1986.198967497,1263.233711201,1205.075764102,1583.152768221,1132.645064276,1142.706095592,1570.08738384,1647.843489047,1415.281443821,1636.240012947,1024.926084682,904.6726626,1287.124517647,1164.108870515,1434.800015461,1560.223612311,1717.346075968,1303.10016248,1580.848013057,1631.884370787,1087.628421049,1427.699730491,1453.115132985,1816.647870745,1662.516192436,1536.786791305,1296.846555206,1522.374858139,953.430076431
"28",32.01971436,-1.948913574,1346.573591337,1073.20485211,1290.655257346,1168.04905528,1297.432111284,2049.117416066,1277.003563539,1272.392636535,1616.653362794,1203.083021066,1132.508756648,1578.845425641,1531.787528047,1396.57107424,1655.476397276,956.481047469,971.950676797,1270.435955036,1254.841831143,1477.847482986,1577.552209215,1476.918799003,1607.019227185,1635.089824674,1663.735424261,1152.700795508,1350.42038391,1365.378466494,1986.366519333,1768.864046229,1544.086451878,1430.526016606,1752.188967607,982.7014469
"29",32.10870361,-1.948913574,1492.673276478,1073.887361985,1261.361628886,1263.259404125,1425.374524403,2041.844960879,1411.99889219,1319.414499435,1547.522126988,1329.698751547,1258.744284513,1595.019801212,1598.967587475,1504.002432027,1648.236739248,1013.140444065,1031.209396431,1211.130493859,1238.616289554,1513.408111456,1543.319516227,1453.45627776,1473.415029783,1673.895517073,1645.197632888,1226.262758274,1392.744770362,1369.807873572,1969.115219002,1829.545654407,1652.103825092,1455.638630586,1549.266250059,1043.751074423
"30",32.19769287,-1.948913574,1467.364125927,1153.341614248,1338.820822583,1422.708820749,1500.601156835,1932.287420412,1594.867895727,1307.168224225,1619.797927684,1392.253887068,1241.464144322,1742.688164574,1615.386926737,1510.323638415,1561.781198159,1059.812022097,1081.965943914,1315.485026908,1327.870003905,1557.620788209,1555.247160293,1567.443661949,1502.637450098,1650.166334242,1651.638285751,1318.187842258,1404.246272436,1354.433824651,2031.457851446,1874.967981637,1753.610632202,1532.256858212,1620.305217159,1129.784991523
"31",32.28668213,-1.948913574,1491.075250857,1209.921099457,1381.727935462,1452.093435277,1475.202206148,1917.561642708,1655.405707715,1283.716413933,1634.422952267,1373.001804262,1292.248564034,1690.079468354,1639.088467161,1557.305875414,1624.134358338,1088.503867729,1074.137395143,1374.593735411,1396.932087278,1646.370619733,1550.425217747,1571.442662675,1516.529757992,1581.51879782,1628.181872037,1447.505342091,1475.692909935,1420.727918489,1985.330448806,1917.021552751,1696.311417491,1574.855669281,1690.852895246,1179.400493633
"32",32.37548828,-1.948913574,1564.810540796,1220.138249951,1451.327746098,1447.589125447,1572.605251093,1849.260323305,1556.845139939,1294.591183465,1588.573653121,1299.568085681,1291.151725649,1711.930152451,1667.042200785,1508.533857184,1678.159521914,1046.988841053,1096.953264636,1350.951824861,1434.799396133,1638.850321354,1530.496188368,1546.406228793,1539.091518407,1555.687321925,1638.137022657,1473.815706235,1475.941555356,1545.603862509,1796.694365204,1960.973315292,1582.80830265,1611.447885634,1741.035740983,1114.576113721
"33",32.46472168,-1.948913574,1399.085184761,1173.342381247,1435.602204685,1444.136282672,1616.437636128,1951.511992021,1447.532077938,1272.417958445,1534.00327357,1277.5449488,1260.030470239,1681.216010061,1567.195943968,1597.989907858,1708.230080488,1009.711576871,1052.0386012,1261.824053061,1396.937458749,1660.408950613,1511.157750022,1493.554645783,1470.618647222,1581.475072136,1689.89742569,1381.395613106,1433.751338592,1592.85925198,1807.248642475,1857.870629449,1517.009486107,1422.174199522,1815.614129303,1185.318055659
"34",32.55371094,-1.948913574,1314.762211946,1122.465628419,1339.355544648,1353.745538133,1563.811852701,2189.855536403,1444.056424042,1186.713968603,1499.361270219,1144.896721787,1241.998210792,1595.91018305,1484.330096068,1556.464151609,1711.764240615,945.934337664,1049.756796591,1167.870011747,1248.79956971,1662.099716368,1501.419381025,1474.328098068,1405.079258992,1641.112431858,1589.525084649,1308.942845011,1437.910753061,1542.013295281,1727.678493565,1927.960844254,1505.72164441,1366.941942203,1670.915724141,1242.585434303
"35",32.6427002,-1.948913574,1314.762211946,1122.465628419,1339.355544648,1353.745538133,1563.811852701,2189.855536403,1444.056424042,1186.713968603,1499.361270219,1144.896721787,1241.998210792,1595.91018305,1484.330096068,1556.464151609,1711.764240615,945.934337664,1049.756796591,1167.870011747,1248.79956971,1662.099716368,1501.419381025,1474.328098068,1405.079258992,1641.112431858,1589.525084649,1308.942845011,1437.910753061,1542.013295281,1727.678493565,1927.960844254,1505.72164441,1366.941942203,1670.915724141,1242.585434303
"36",32.73168945,-1.948913574,1275.689919006,1072.529223004,1295.483039836,1352.849745873,1587.528238741,1817.566017531,1333.892549438,1128.373004226,1384.038966878,1076.499699812,1266.611695796,1640.536306715,1335.995904187,1601.041656982,1681.199794605,915.638772583,1054.496734538,1161.973553153,1374.070944935,1687.618070358,1453.326565279,1382.769648444,1359.807387837,1566.905047424,1498.857424508,1258.044554217,1435.683244282,1606.392791863,1599.283481315,1792.066888426,1461.920433778,1310.695532374,1615.568146084,1224.585317969
"37",32.82067871,-1.948913574,1192.762081599,1011.320179031,1202.678900162,1324.436404459,1564.227917656,1739.597397252,1327.84041729,1125.62089716,1306.039799197,990.222429656,1153.82487058,1574.408390137,1221.350322141,1456.069103258,1666.735581646,904.110571254,1092.080885127,1077.252523899,1365.682424023,1634.389009586,1379.026890696,1366.489005572,1422.748638635,1493.166417836,1403.922766035,1195.469279414,1431.502672892,1493.865499277,1563.272377585,1692.271115605,1357.74254303,1317.115633714,1586.26647514,1091.765122399
"38",32.90948486,-1.948913574,1076.08953433,1018.859431654,1107.052003875,1249.150076293,1522.997177816,1620.250529798,1286.397061186,1133.119137482,1297.707470765,1068.908733759,1053.223401646,1554.200639163,1192.352541651,1341.804425829,1632.757412423,943.537223929,1087.478888022,1005.381883603,1309.700270837,1583.630768838,1214.534670256,1344.291340595,1283.090356829,1389.363895461,1371.065588734,1182.824361589,1205.43578694,1372.897776713,1423.059669995,1607.723315064,1314.58287249,1243.075129564,1612.910807249,1055.160536458
"39",32.99871826,-1.948913574,965.053585481,1023.462013346,1167.220426198,1180.431348062,1406.967826525,1652.408389619,1206.727480625,1096.807039947,1281.932912025,964.678838072,1054.066606142,1428.23094477,1219.03145027,1349.055883921,1518.435127029,860.881573079,1046.738163312,987.171309481,1207.160217351,1505.547919223,1063.497569216,1315.761661037,1060.14097023,1318.824518449,1204.952154584,1114.865210045,1191.574357185,1400.619952435,1401.922952901,1554.668716377,1293.591361081,1152.681060639,1611.203398178,1037.150362608
"40",33.08770752,-1.948913574,899.287593831,973.562052855,1221.348149306,1157.525661377,1305.392970567,1674.80435155,1206.548575302,1039.117392192,1334.203595647,913.173796731,1041.326299261,1333.475888741,1228.064542802,1287.892536967,1448.557807736,809.711967829,1001.108608416,1066.810656421,1052.684642545,1443.788462053,978.561613179,1248.545285802,1014.54101728,1270.879532934,1074.017382272,1135.872456951,1266.314595077,1242.561844448,1434.648897365,1391.876657432,1313.321050923,1010.259745686,1466.86897225,979.259065842
"41",33.17669678,-1.948913574,874.056365791,808.760480771,1074.795487067,1090.082379556,1176.96539279,1815.176435589,1168.166703457,1058.875606475,1385.618613069,802.519883138,993.635657614,1133.644264286,1149.730105633,1103.179644345,1427.267938484,683.120947257,945.519514303,1036.211563226,1003.899286372,1403.54260876,901.222463969001,1126.865352984,931.330243885,1184.019835371,965.125138793,1070.000801987,1212.409495837,1091.752448445,1278.967974342,1366.333863784,1250.754134064,1007.188891521,1446.822454052,874.017472831
"42",33.26568604,-1.948913574,857.660168758,782.353826297,1100.865503986,1107.652507194,1072.107838497,1572.612193033,1132.836379475,1044.009966193,1216.740313765,731.051483506,886.169620666,1037.597778501,1028.352469436,968.035203198,1442.46842421,704.213491821,915.370969894,986.997406784,1152.862490577,1218.373736856,802.148100269,965.39391036,797.90338391,1159.14582511,896.21206677,995.461115079,1137.505791706,1013.149361616,1284.196467633,1296.372644299,1176.906300058,1030.433548816,1376.012610804,824.01694261
"43",33.35467529,-1.948913574,713.109790161,707.84391034,1085.661939678,1045.109680058,829.510169028,1245.958295488,1055.482694256,1104.538751966,1060.872866719,656.784601232,884.858325727,1158.060743998,996.663489305,851.493088619,1386.743657935,717.528933424,921.172058714,943.95298087,1127.130022383,1140.557886932,837.256469963,841.21432048,736.82281635,1119.820625787,851.782685035,953.218462166,1150.335483746,1023.022838479,1195.692260992,1216.040726843,1106.031752466,1018.934865585,1209.894279897,856.206803455
"44",33.44348145,-1.948913574,713.109790161,707.84391034,1085.661939678,1045.109680058,829.510169028,1245.958295488,1055.482694256,1104.538751966,1060.872866719,656.784601232,884.858325727,1158.060743998,996.663489305,851.493088619,1386.743657935,717.528933424,921.172058714,943.95298087,1127.130022383,1140.557886932,837.256469963,841.21432048,736.82281635,1119.820625787,851.782685035,953.218462166,1150.335483746,1023.022838479,1195.692260992,1216.040726843,1106.031752466,1018.934865585,1209.894279897,856.206803455
"45",33.53271484,-1.948913574,718.350765668,650.048832659,1059.610557585,1096.232903898,808.319190503,1117.350839581,1109.077490251,1050.785877319,986.816223404,697.545537727,841.455055869,1193.941749914,1038.998804764,794.036498527001,1403.790398026,713.198873897,874.944608692,883.63005134,1008.295337077,1163.066382315,789.965711222,781.542651778,792.257840785,1055.148380656,820.429845688,918.431997362,1149.68123927,1067.291743264,1115.859610793,1063.706697725,1012.220400858,988.331583824,1221.743234635,848.894068465
"46",33.6217041,-1.948913574,773.574827912,696.581362249,965.476620893,1000.423834422,841.938641416,1187.229663258,1107.51020295,1163.645648969,885.524574748,756.194775703,823.645640955,1248.192913471,1026.923451332,721.264001357,1320.399202619,756.472038671,882.410785569,807.926361057,972.083860448,1157.688786696,804.586120438,809.946253106,830.835715659,967.697663926,778.732487001,891.661214864,1163.705267071,1121.489061163,1096.235948983,984.668571373,983.71165013,976.590596399,1228.142383013,842.442560041
"47",33.71069336,-1.948913574,824.284392373,806.323004656,968.70257397,892.943153886,748.716918219,1288.661329691,1040.098849312,1122.705869387,880.294924454,820.67649727,853.157164685,1125.152252295,1050.119394881,783.477529682,1360.284309763,834.209564176,884.944942191,818.800820485,950.981563838,1133.288136968,736.585584515,886.24188487,859.503588758,950.468795198999,782.167633622,857.037582282,1113.726773694,1078.231204137,1211.649574989,1002.238152559,988.955401922,1014.543139727,1188.551238623,862.228943066
"48",33.79968262,-1.948913574,795.740356915,885.207713772,1008.931857162,884.067265476,748.088534978,1388.492380337,1073.49368259,1125.50131218,968.870168667,897.782385562,792.3543214,1198.513019977,1106.722411316,787.091382718,1370.98963201,830.892842367,907.980490910001,915.563464739,1062.385175487,1194.754239628,763.360602728,932.597897958,860.423174216,1023.361284977,909.880826184,867.039289057,1178.376385271,1003.924510282,1302.555259335,984.206646686,990.793014538,1062.210974373,1282.285989853,974.665653243
"49",33.88848877,-1.948913574,782.347060889,915.938267778,983.046137009,967.501542599,887.312933947,1459.218833492,1088.119313652,1138.087124023,1056.968697446,1005.664625522,864.838186392,1283.444201982,1155.244246231,832.127735122,1334.640359278,885.382619628,937.744063489,950.326438674,1177.308814877,1182.897322318,824.078357075,962.316445362,869.690193607,1099.929412998,955.17249954,950.760277483,1042.102890888,932.366796994,1336.549872964,1044.576467204,1028.043192307,1079.336816904,1176.368146559,959.875923507
"50",33.97747803,-1.948913574,815.671433964,883.615880423,1019.751862985,951.390627324,871.204318317,1415.621553625,1148.3189218,1129.520406184,1075.457103462,921.261248862,1282.406309292,1231.743813692,1112.126126054,993.966620539,1380.503922262,933.01544752,982.907685551,936.530187184,1177.01785612,1129.095550086,891.825372176001,875.530359926,899.393206232,1049.718060708,886.237666263,1062.98890095,1055.477325753,977.081110376,1366.053407369,1103.581246622,1059.581257581,1058.498621455,1062.536334764,887.853133465
"51",34.06671143,-1.948913574,908.762606926,813.136993741,963.284210633,920.424705744,919.868182425,1461.3939541,1207.93586477,1061.543553381,1031.803637224,859.983385196,1365.977386369,1267.097312675,1216.83855438,1053.766791207,1261.218386051,976.967788417,1020.138978937,962.569493179,1184.797098787,1143.622096454,1018.825240874,904.16577589,971.615827285,1080.702069202,993.253154156,1072.585001938,1039.741404543,1006.531678199,1315.922739668,1117.577786509,1084.080716675,1034.735778084,1072.531161082,877.976223459
"52",34.15570068,-1.948913574,832.980149404,772.699882504,1075.257445318,988.357878032,1063.515247,1487.755472966,1186.068819213,1055.066438333,1126.520842176,848.974964471,1327.337917449,1204.109921356,1177.011299564,1015.248163143,1180.19608122,963.196927686,1069.044576789,1002.264762406,1228.471297514,1123.800151408,1100.208350925,956.127903217,1007.110684414,1105.472496169,1067.34501003,1052.268905156,1083.381054392,1070.623640052,1273.510773901,1080.019192364,1131.774511368,1035.713155194,1155.931566842,914.276972878
"53",34.24468994,-1.948913574,832.980149404,772.699882504,1075.257445318,988.357878032,1063.515247,1487.755472966,1186.068819213,1055.066438333,1126.520842176,848.974964471,1327.337917449,1204.109921356,1177.011299564,1015.248163143,1180.19608122,963.196927686,1069.044576789,1002.264762406,1228.471297514,1123.800151408,1100.208350925,956.127903217,1007.110684414,1105.472496169,1067.34501003,1052.268905156,1083.381054392,1070.623640052,1273.510773901,1080.019192364,1131.774511368,1035.713155194,1155.931566842,914.276972878
"54",34.3336792,-1.948913574,773.727861994,713.748916034,1059.264739316,1054.249116885,1116.242351859,1434.448538603,1167.034381459,1055.192989481,1082.587881628,875.223436829,1007.775813935,1219.057229021,1149.172357905,1077.302514348,1161.630367287,928.698170492,1079.827364329,994.945978118,1220.794560452,1098.269002897,1036.734841409,951.689802077,989.871911995,1108.33875275,1033.791342527,1062.895224086,1089.663583474,1057.759838649,1320.816645049,1079.617851005,1148.660699122,960.24324965,1286.707122138,918.334020769
"55",34.42248535,-1.948913574,1023.507277206,749.541964477,1044.655457836,1074.851694744,1055.408617144,1290.383523242,1165.912551585,989.192421545,1070.169270386,919.193645349,1015.701255561,1111.261357394,1152.413062716,1072.033303436,1131.824085387,939.514380202,1059.075315059,954.231888144,1174.946126098,1074.549070131,1049.551726801,915.023682361,955.060610417,1131.975574231,991.194779053,1097.31765137,962.240826915,1065.167060759,1324.018251763,1042.301773095,1195.567366148,975.350813844,1210.974637211,1051.626817216
"56",34.51147461,-1.948913574,897.738559139,868.894086071,958.607574994,1274.609426264,1128.849703196,1491.29678867,1247.970495155,1025.24018362,1051.029182787,991.005476887,1044.42576247,1103.378750431,1133.276183276,890.947252524,1233.980523607,896.555916768,1051.88948161,828.484246799,1134.682059918,1095.403256177,936.772370222001,930.891096945,898.67248859,1041.052034547,1034.167102083,1073.314544361,863.537514088,1097.707973244,1336.848270455,975.665584327,1176.95161107,961.905771524,1175.175560953,918.271082169
"57",34.60070801,-1.948913574,934.446771164,893.346105207999,1021.894038809,1321.184746634,1019.119922533,1453.193116618,1263.003079532,983.407611372,946.754970323,959.792780266,977.686892896,1193.782693638,1108.113990956,828.089837831,1127.180361709,944.685181804,998.201064409,795.227378205,1136.635774981,1024.844417995,878.755575413,908.458801943,833.077117084,1053.819238133,942.467882811,1062.997711776,796.703521827,1059.914723651,1424.535904074,963.833822354,1157.854718695,909.528684972,1140.628906055,939.50285419
